Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
660,Will Smith,29,LAD,547,2271,4.15,1434,62.5%,26.8%,15.3%,31.5%,26.4%,73.2%,0.0%,46.2%,79.1%,29.1%,4.8%,26,2,14.1%,77,29,10.4%,57,32,32,73,30.5%,0,0,0,smithwi05
661,Tyler Soderstrom*,22,OAK,214,770,3.60,482,62.4%,22.2%,23.4%,25.9%,28.4%,77.8%,0.0%,48.7%,69.9%,40.7%,6.5%,14,1,15.4%,33,14,8.9%,19,9,16,37,30.2%,0,0,0,soderty01
662,Nick Sogard#,26,BOS,87,348,4.00,229,65.8%,26.2%,18.8%,31.4%,23.6%,73.8%,0.0%,48.6%,74.6%,39.1%,3.4%,3,0,12.6%,11,6,11.5%,10,6,9,16,36.0%,0,0,0,sogarni01
663,Donovan Solano,36,SDP,309,1273,4.12,854,67.0%,29.6%,16.5%,28.2%,25.6%,70.4%,0.0%,47.2%,76.5%,17.8%,3.6%,11,0,11.7%,36,14,7.8%,24,15,8,57,12.3%,0,0,0,solando01
664,Jorge Soler,32,TOT,574,2361,4.11,1446,61.2%,27.4%,21.0%,26.8%,24.8%,72.6%,0.0%,44.5%,71.1%,30.0%,3.7%,21,0,14.6%,84,36,10.1%,58,26,41,100,29.1%,0,0,0,solerjo01
665,Jorge Soler,32,SFG,392,1580,4.03,979,62.0%,25.9%,21.7%,27.1%,25.3%,74.1%,0.0%,45.9%,70.8%,31.1%,3.8%,15,0,14.3%,56,21,9.9%,39,19,23,74,23.7%,0,0,0,solerjo01
666,Jorge Soler,32,ATL,182,781,4.29,467,59.8%,30.4%,19.5%,26.3%,23.8%,69.6%,0.0%,41.6%,72.0%,27.5%,3.3%,6,0,15.4%,28,15,10.4%,19,7,18,26,40.9%,0,0,0,solerjo01
667,Edmundo Sosa,28,PHI,275,1050,3.82,719,68.5%,17.1%,26.0%,30.9%,26.0%,82.9%,0.0%,56.8%,68.6%,35.6%,1.8%,5,0,10.2%,28,15,6.5%,18,8,5,61,7.6%,0,0,0,sosaed01
668,Lenyn Sosa,24,CHW,369,1377,3.73,959,69.3%,24.3%,15.0%,31.8%,28.9%,75.7%,0.0%,52.7%,80.2%,29.0%,1.9%,7,0,10.0%,37,21,4.1%,15,12,15,62,19.5%,0,0,0,sosale01
669,Juan Soto*,25,NYY,714,2960,4.15,1663,55.9%,33.7%,14.3%,24.2%,27.7%,66.2%,0.0%,37.2%,78.3%,23.1%,8.8%,63,10,19.5%,139,33,17.6%,126,40,33,85,28.0%,0,0,0,sotoju01
670,Livan Soto*,24,TOT,16,66,4.13,42,63.6%,28.6%,9.5%,38.1%,23.8%,71.4%,0.0%,45.5%,86.7%,31.3%,6.3%,1,0,6.3%,1,0,6.3%,1,0,1,2,33.3%,0,0,0,sotoli01
671,Livan Soto*,24,CIN,3,10,3.33,8,80.0%,37.5%,12.5%,25.0%,25.0%,62.5%,0.0%,50.0%,80.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0,sotoli01
672,Livan Soto*,24,BAL,13,56,4.31,34,60.7%,26.5%,8.8%,41.2%,23.5%,73.5%,0.0%,44.6%,88.0%,30.8%,7.7%,1,0,7.7%,1,0,7.7%,1,0,0,2,0.0%,0,0,0,sotoli01
673,George Springer,34,TOR,615,2300,3.74,1463,63.5%,22.7%,19.5%,28.2%,29.6%,77.3%,0.0%,49.2%,74.7%,39.8%,3.7%,23,2,10.1%,62,23,8.5%,52,21,21,94,18.3%,0,0,0,springe01
674,Jacob Stallings,34,COL,282,1073,3.80,678,62.9%,28.3%,21.2%,23.9%,26.5%,71.7%,0.0%,45.3%,70.4%,32.6%,5.7%,16,1,14.5%,41,13,8.2%,23,10,16,49,24.6%,0,0,0,stallja01
675,Giancarlo Stanton,34,NYY,461,1831,3.97,1168,63.4%,26.6%,25.3%,24.5%,23.6%,73.4%,0.0%,46.8%,65.6%,24.1%,4.1%,19,3,14.5%,67,31,8.9%,41,29,25,118,17.5%,0,0,0,stantmi03
676,Spencer Steer,26,CIN,660,2621,3.97,1633,62.1%,28.5%,16.5%,28.0%,26.9%,71.5%,0.0%,44.5%,76.9%,22.7%,3.5%,23,2,12.9%,85,42,8.5%,56,27,27,110,19.7%,0,0,0,steersp01
677,Michael Stefanic,28,LAA,125,482,3.86,323,67.0%,38.1%,6.5%,27.2%,28.2%,61.9%,0.0%,41.5%,89.5%,20.8%,4.0%,5,0,12.0%,15,5,8.8%,11,7,13,7,65.0%,0,0,0,stefami01
678,Tyler Stephenson,27,CIN,517,1947,3.77,1182,60.4%,28.8%,16.2%,26.1%,28.9%,71.2%,0.0%,43.2%,77.3%,31.9%,5.4%,28,10,13.2%,68,26,6.0%,31,16,40,77,34.2%,0,0,0,stephty01
679,Cal Stevenson*,27,PHI,27,102,3.78,64,62.7%,40.6%,9.4%,18.8%,31.3%,59.4%,0.0%,37.3%,84.2%,18.5%,3.7%,1,0,14.8%,4,1,7.4%,2,0,2,2,50.0%,0,0,0,steveca01
680,DJ Stewart*,30,NYM,194,765,3.94,443,57.8%,29.3%,21.2%,24.4%,25.1%,70.7%,0.0%,40.9%,70.0%,35.6%,4.6%,9,1,14.9%,29,9,12.4%,24,13,19,29,39.6%,0,0,0,stewadj01
681,Trevor Story,31,BOS,106,373,3.52,250,65.6%,22.0%,23.6%,30.0%,24.4%,78.0%,0.0%,52.3%,69.7%,32.1%,3.8%,4,0,7.5%,8,3,6.6%,7,3,4,29,12.1%,0,0,0,storytr01
682,Bryson Stott*,26,PHI,572,2307,4.03,1503,65.0%,32.3%,11.5%,28.1%,28.1%,67.7%,0.0%,44.1%,83.0%,20.5%,4.2%,24,0,13.8%,79,13,8.4%,48,26,23,70,24.7%,0,0,0,stottbr01
683,Kyle Stowers*,26,TOT,210,819,3.90,532,64.8%,16.2%,30.3%,31.2%,22.4%,83.8%,0.0%,54.5%,63.9%,43.3%,1.4%,3,0,11.0%,23,16,6.2%,13,8,13,61,17.6%,0,0,0,stoweky01
684,Kyle Stowers*,26,BAL,37,132,3.57,94,70.7%,10.6%,31.9%,31.9%,25.5%,89.4%,0.0%,63.6%,64.3%,48.6%,0.0%,0,0,10.8%,4,3,2.7%,1,1,1,12,7.7%,0,0,0,stoweky01
685,Kyle Stowers*,26,MIA,173,687,3.97,438,63.7%,17.4%,29.9%,31.1%,21.7%,82.6%,0.0%,52.7%,63.8%,42.2%,1.7%,3,0,11.0%,19,13,6.9%,12,7,12,49,19.7%,0,0,0,stoweky01
686,Myles Straw,29,CLE,4,14,3.50,10,71.4%,40.0%,10.0%,10.0%,40.0%,60.0%,0.0%,42.9%,83.3%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0,strawmy01
687,Garrett Stubbs*,31,PHI,187,746,3.99,503,67.3%,26.4%,18.3%,32.2%,23.1%,73.6%,0.0%,49.6%,75.1%,28.9%,4.3%,8,1,10.2%,19,2,8.6%,16,3,10,40,20.0%,0,0,0,stubbga01
688,Eugenio Suárez,32,ARI,642,2542,3.96,1623,63.8%,26.1%,21.5%,27.4%,25.0%,73.9%,0.0%,47.2%,70.9%,33.6%,3.9%,25,5,11.2%,72,33,8.6%,55,34,40,136,22.7%,0,0,0,suareeu01
689,Brett Sullivan*,30,SDP,17,49,2.88,37,75.5%,13.5%,16.2%,37.8%,32.4%,86.5%,0.0%,65.3%,81.3%,41.2%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,4,0.0%,0,0,0,sullibr01
690,Jack Suwinski*,25,PIT,277,1114,4.02,702,62.7%,26.2%,20.2%,29.3%,24.2%,73.8%,0.0%,46.5%,72.6%,23.5%,3.2%,9,0,11.6%,32,20,8.3%,23,11,20,59,25.3%,0,0,0,suwinja01
691,Seiya Suzuki,29,CHC,585,2509,4.29,1512,60.0%,34.2%,16.1%,26.1%,23.5%,65.7%,0.0%,39.6%,75.4%,13.3%,5.5%,32,9,14.7%,86,37,8.2%,48,27,48,112,30.0%,0,0,0,suzukse01
692,Dansby Swanson,30,CHC,596,2355,3.95,1494,63.2%,23.2%,22.1%,28.4%,26.3%,76.8%,0.0%,48.7%,71.3%,36.1%,3.7%,22,2,12.2%,73,33,9.9%,59,36,29,115,20.1%,0,0,0,swansda01
693,Trey Sweeney*,24,DET,120,448,3.73,294,65.6%,23.5%,24.8%,24.8%,26.9%,76.5%,0.0%,50.2%,67.6%,29.2%,1.7%,2,0,11.7%,14,9,7.5%,9,7,8,24,25.0%,0,0,0,sweentr01
694,Fernando Tatis Jr.,25,SDP,438,1551,3.54,991,63.9%,19.8%,22.5%,27.1%,30.6%,80.2%,0.0%,51.3%,71.9%,43.8%,4.6%,20,3,13.5%,59,24,7.5%,33,17,16,80,16.7%,0,0,0,tatisfe02
695,Mike Tauchman*,33,CHC,352,1537,4.37,927,60.2%,23.7%,17.2%,34.4%,24.7%,76.3%,0.0%,46.0%,77.5%,31.8%,6.0%,21,0,17.0%,60,28,13.1%,46,25,17,53,24.3%,0,0,0,tauchmi01
696,Leody Taveras#,25,TEX,529,2008,3.80,1281,63.8%,23.4%,20.1%,27.2%,29.3%,76.5%,0.0%,48.8%,73.7%,37.1%,4.5%,24,2,13.2%,70,36,9.3%,49,29,31,81,27.7%,0,0,0,taverle01
697,Chris Taylor,33,LAD,246,1046,4.25,640,61.2%,22.0%,24.4%,31.7%,21.9%,78.0%,0.0%,47.7%,68.7%,44.3%,5.7%,14,3,11.0%,27,9,13.4%,33,22,23,53,30.3%,0,0,0,tayloch03
698,Michael A. Taylor,33,PIT,302,1202,3.98,777,64.4%,23.7%,29.9%,24.2%,22.1%,76.2%,0.0%,49.3%,60.7%,44.4%,2.3%,7,2,10.3%,31,14,7.9%,24,9,18,84,17.3%,0,0,0,taylomi02
699,Samad Taylor,25,SEA,5,14,2.80,11,78.6%,9.1%,45.5%,9.1%,36.4%,90.9%,0.0%,71.4%,50.0%,40.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0,taylosa04
700,Tyrone Taylor,30,NYM,345,1323,3.83,897,67.6%,27.1%,16.2%,29.9%,26.9%,72.9%,0.0%,49.4%,77.8%,22.3%,3.5%,12,1,9.6%,33,14,6.7%,23,11,22,58,27.5%,0,0,0,tayloty01
701,Rowdy Tellez*,29,PIT,421,1666,3.96,1063,63.6%,32.2%,14.9%,24.8%,28.1%,67.8%,0.0%,43.3%,78.1%,21.6%,5.0%,21,0,14.3%,60,13,8.8%,37,25,27,62,30.3%,0,0,0,tellero01
702,José Tena*,23,TOT,170,673,3.96,451,66.9%,24.8%,18.0%,30.4%,26.6%,74.9%,0.0%,50.2%,75.8%,36.5%,4.1%,7,0,14.7%,25,12,8.8%,15,12,10,31,24.4%,0,0,0,tenajo01
703,José Tena*,23,CLE,4,16,4.00,9,56.3%,22.2%,22.2%,33.3%,22.2%,77.8%,0.0%,43.8%,71.4%,25.0%,0.0%,0,0,0.0%,0,0,25.0%,1,1,0,2,0.0%,0,0,0,tenajo01
704,José Tena*,23,WSN,166,657,3.96,442,67.2%,24.9%,17.9%,30.3%,26.7%,74.9%,0.0%,50.4%,75.9%,36.7%,4.2%,7,0,15.1%,25,12,8.4%,14,11,10,29,25.6%,0,0,0,tenajo01
705,Bryce Teodosio,25,LAA,12,43,3.58,31,72.1%,12.9%,45.2%,19.4%,22.6%,87.1%,0.0%,62.8%,48.1%,58.3%,0.0%,0,0,0.0%,0,0,8.3%,1,1,1,4,20.0%,0,0,0,teodobr01
706,Matt Thaiss*,29,LAA,187,754,4.03,451,59.7%,25.1%,29.7%,23.1%,22.2%,74.9%,0.0%,44.8%,60.4%,43.3%,6.4%,12,2,14.4%,27,5,10.7%,20,10,14,44,24.1%,0,0,0,thaisma01
707,Alek Thomas*,24,ARI,104,372,3.58,250,67.2%,26.8%,18.4%,23.2%,31.6%,73.2%,0.0%,49.2%,74.9%,29.8%,2.9%,3,0,11.5%,12,8,7.7%,8,2,2,15,11.8%,0,0,0,thomaal01
708,Lane Thomas,28,TOT,529,2080,3.93,1319,63.3%,31.0%,16.1%,27.1%,25.8%,69.0%,0.0%,43.8%,76.7%,28.2%,4.3%,23,4,13.0%,69,32,7.6%,40,25,53,84,38.7%,0,0,0,thomala02
709,Lane Thomas,28,WSN,342,1332,3.89,824,61.9%,31.9%,13.5%,26.5%,28.2%,68.1%,0.0%,42.1%,80.2%,25.7%,4.1%,14,2,14.9%,51,24,8.5%,29,19,30,42,41.7%,0,0,0,thomala02
710,Lane Thomas,28,CLE,187,748,4.00,495,65.8%,29.5%,20.4%,28.3%,21.8%,70.5%,0.0%,46.7%,71.1%,32.6%,4.8%,9,2,9.6%,18,8,5.9%,11,6,23,42,35.4%,0,0,0,thomala02
711,Bubba Thompson,26,CIN,18,77,4.28,52,67.5%,15.4%,46.2%,25.0%,13.5%,84.6%,0.0%,57.1%,45.5%,50.0%,0.0%,0,0,5.6%,1,0,5.6%,1,1,1,10,9.1%,0,0,0,thompbu01
712,Michael Toglia#,25,COL,458,1920,4.19,1180,61.2%,26.7%,25.6%,26.0%,21.7%,73.3%,0.0%,45.1%,65.1%,32.1%,4.8%,22,3,13.1%,60,32,9.8%,45,23,42,105,28.6%,0,0,0,toglimi01
713,Spencer Torkelson,24,DET,383,1593,4.16,1006,63.1%,27.1%,19.4%,29.7%,23.8%,72.9%,0.0%,46.0%,73.4%,25.1%,5.2%,20,2,12.0%,46,16,10.4%,40,27,25,80,23.8%,0,0,0,torkesp01
714,Abraham Toro#,27,OAK,364,1394,3.83,919,65.7%,27.0%,12.7%,30.1%,30.1%,73.0%,0.0%,48.1%,82.6%,19.8%,3.6%,13,0,13.2%,48,22,7.1%,26,17,13,49,21.0%,0,0,0,toroab01
715,Luis Torrens,28,NYM,130,510,3.92,331,64.9%,28.4%,15.7%,28.4%,27.5%,71.6%,0.0%,46.5%,78.1%,29.2%,0.8%,1,0,11.5%,15,5,5.4%,7,2,8,20,28.6%,0,0,0,torrelu01
716,Gleyber Torres,27,NYY,667,2821,4.23,1755,62.2%,26.4%,16.9%,30.4%,26.3%,73.5%,0.0%,45.7%,77.0%,34.6%,3.0%,20,2,14.1%,94,50,9.6%,64,33,40,96,29.4%,0,0,0,torregl01
717,Ezequiel Tovar,22,COL,697,2528,3.63,1817,71.7%,13.3%,29.1%,31.9%,25.8%,86.7%,0.0%,62.3%,66.5%,49.8%,2.2%,15,2,7.9%,55,31,4.6%,32,24,18,182,9.0%,0,0,0,tovarez01
718,Taylor Trammell*,26,TOT,8,37,4.63,25,67.6%,24.0%,20.0%,40.0%,16.0%,76.0%,0.0%,51.4%,73.7%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,1,66.7%,0,0,0,trammta01
719,Taylor Trammell*,26,LAD,6,27,4.50,19,70.4%,26.3%,21.1%,36.8%,15.8%,73.7%,0.0%,51.9%,71.4%,16.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,1,66.7%,0,0,0,trammta01
720,Taylor Trammell*,26,NYY,2,10,5.00,6,60.0%,16.7%,16.7%,50.0%,16.7%,83.3%,0.0%,50.0%,80.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0,trammta01
721,Alan Trejo,28,COL,67,221,3.30,158,71.2%,19.0%,20.9%,29.1%,31.0%,81.0%,0.0%,57.9%,74.2%,47.8%,0.0%,0,0,10.4%,7,3,1.5%,1,0,2,13,13.3%,0,0,0,trejoal01
722,Jose Trevino,31,NYY,235,896,3.81,571,63.6%,36.3%,11.9%,21.7%,29.9%,63.6%,0.0%,40.5%,81.0%,27.2%,6.8%,16,0,16.2%,38,7,10.2%,24,11,9,32,22.0%,0,0,0,trevijo01
723,Jared Triolo,26,PIT,447,1764,3.95,1116,63.2%,24.6%,20.7%,29.6%,25.2%,75.4%,0.0%,47.7%,72.6%,42.1%,2.0%,9,0,8.1%,36,18,7.6%,34,17,37,81,31.4%,0,0,0,triolja01
724,Chadwick Tromp,29,ATL,54,182,3.37,127,69.8%,22.8%,28.3%,20.5%,28.3%,77.2%,0.0%,53.8%,63.3%,31.5%,3.7%,2,0,13.0%,7,5,1.9%,1,1,2,15,11.8%,0,0,0,trompch01
725,Mike Trout,32,LAA,126,574,4.56,340,58.8%,28.2%,14.7%,32.9%,24.1%,71.8%,0.0%,42.5%,79.5%,16.7%,5.6%,7,0,10.3%,13,4,5.6%,7,4,4,23,14.8%,0,0,0,troutmi01
726,Cole Tucker#,27,LAA,57,237,4.16,143,60.3%,28.0%,19.6%,28.7%,23.8%,72.0%,0.0%,43.5%,72.8%,26.3%,5.3%,3,0,10.5%,6,3,5.3%,3,2,6,11,35.3%,0,0,0,tuckeco01
727,Kyle Tucker*,27,HOU,340,1346,3.96,773,56.9%,27.0%,13.8%,29.5%,29.5%,72.8%,0.0%,41.8%,80.9%,32.1%,7.4%,25,7,19.4%,66,21,12.4%,42,21,20,34,37.0%,0,0,0,tuckeky01
728,Brice Turang*,24,MIL,619,2470,3.99,1633,65.9%,27.8%,9.9%,33.9%,28.3%,72.1%,0.0%,47.7%,86.2%,29.4%,3.7%,23,1,13.2%,82,34,9.0%,56,23,29,75,27.9%,0,0,0,turanbr02
729,Justin Turner,39,TOT,542,2320,4.28,1458,62.5%,27.7%,12.3%,34.5%,25.5%,72.3%,0.0%,45.4%,83.0%,20.7%,4.4%,24,1,15.1%,82,39,8.1%,44,23,24,71,25.3%,0,0,0,turneju01
730,Justin Turner,39,TOR,351,1541,4.39,978,63.4%,28.7%,11.7%,34.7%,24.9%,71.3%,0.0%,45.2%,83.6%,16.8%,4.8%,17,1,14.5%,51,23,9.4%,33,17,16,44,26.7%,0,0,0,turneju01
731,Justin Turner,39,SEA,191,779,4.08,480,60.9%,25.6%,13.5%,34.2%,26.7%,74.4%,0.0%,45.8%,81.8%,27.7%,3.7%,7,0,16.2%,31,16,5.8%,11,6,8,27,22.9%,0,0,0,turneju01
732,Trea Turner,31,PHI,541,2043,3.78,1353,66.2%,18.8%,21.2%,29.8%,30.2%,81.2%,0.0%,53.7%,73.9%,39.0%,4.3%,23,2,10.4%,56,25,7.4%,40,32,18,80,18.4%,0,0,0,turnetr01
733,Luis Urías,27,SEA,109,452,4.15,294,64.8%,27.6%,16.7%,35.0%,20.4%,72.1%,0.0%,46.9%,76.5%,28.4%,1.8%,2,0,6.4%,7,1,6.4%,7,4,12,22,35.3%,0,0,0,uriaslu01
734,Ramón Urías,30,BAL,301,1150,3.82,731,63.5%,21.9%,20.9%,27.2%,29.8%,78.0%,0.0%,49.6%,73.0%,40.5%,2.0%,6,0,9.0%,27,12,9.3%,28,15,9,46,16.4%,0,0,0,uriasra01
735,Gio Urshela,32,TOT,461,1693,3.67,1171,69.0%,21.1%,16.1%,31.7%,31.2%,78.9%,0.0%,54.6%,79.7%,36.9%,2.0%,9,0,6.5%,30,16,3.7%,17,11,13,59,18.1%,0,0,0,urshegi01
736,Gio Urshela,32,DET,325,1239,3.81,838,67.4%,21.8%,14.8%,32.8%,30.5%,78.2%,0.0%,52.9%,81.1%,36.0%,2.5%,8,0,7.1%,23,12,4.6%,15,10,11,38,22.4%,0,0,0,urshegi01
737,Gio Urshela,32,ATL,136,454,3.34,333,73.3%,19.2%,19.2%,28.8%,32.7%,80.8%,0.0%,59.3%,76.2%,39.0%,0.7%,1,0,5.1%,7,4,1.5%,2,1,2,21,8.7%,0,0,0,urshegi01
738,Enmanuel Valdez*,25,BOS,224,919,4.10,592,64.3%,31.9%,15.0%,27.2%,25.8%,68.1%,0.0%,43.9%,77.9%,22.3%,3.1%,7,0,13.8%,31,7,11.6%,26,19,14,39,26.4%,0,0,0,valdeen01
739,Ildemaro Vargas#,32,WSN,306,1058,3.46,700,65.9%,29.3%,8.9%,25.4%,35.9%,70.1%,0.0%,46.4%,86.7%,21.9%,4.9%,15,0,11.1%,34,8,8.8%,27,15,2,29,6.5%,0,0,0,vargail01
740,Miguel Vargas,24,TOT,237,1009,4.26,620,61.4%,27.4%,15.6%,32.4%,24.5%,72.6%,0.0%,44.6%,78.4%,24.5%,4.2%,10,0,15.2%,36,18,6.3%,15,11,20,37,35.1%,0,0,0,vargami01
741,Miguel Vargas,24,LAD,80,350,4.38,219,62.6%,29.2%,13.2%,32.0%,25.6%,70.8%,0.0%,44.3%,81.3%,18.8%,2.5%,2,0,17.5%,14,8,7.5%,6,4,8,8,50.0%,0,0,0,vargami01
742,Miguel Vargas,24,CHW,157,659,4.20,401,60.8%,26.4%,17.0%,32.7%,23.9%,73.6%,0.0%,44.8%,76.9%,27.4%,5.1%,8,0,14.0%,22,10,5.7%,9,7,12,29,29.3%,0,0,0,vargami01
743,Daulton Varsho*,27,TOR,513,2049,3.99,1298,63.2%,24.7%,20.3%,30.0%,25.0%,75.2%,0.0%,47.6%,73.0%,33.7%,5.1%,26,4,13.5%,69,22,9.9%,51,28,27,110,19.7%,0,0,0,varshda01
744,Andrew Vaughn,26,CHW,621,2337,3.76,1548,66.2%,25.4%,16.4%,29.5%,28.6%,74.5%,0.0%,49.4%,77.9%,28.7%,3.9%,24,7,12.2%,76,32,8.9%,55,32,21,110,16.0%,0,0,0,vaughan01
745,Christian Vázquez,33,MIN,315,1141,3.62,785,68.8%,24.8%,15.7%,29.2%,30.3%,75.2%,0.0%,51.7%,79.2%,36.5%,1.9%,6,0,10.2%,32,17,5.4%,17,11,13,52,20.0%,0,0,0,vazquch01
746,Luis Vázquez,24,CHC,14,51,3.64,38,74.5%,18.4%,39.5%,23.7%,18.4%,81.6%,0.0%,60.8%,51.6%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,6,0.0%,0,0,0,vazqulu01
747,Nelson Velázquez,25,KCR,230,903,3.93,554,61.3%,24.2%,26.9%,22.4%,26.5%,75.8%,0.0%,46.5%,64.5%,38.7%,3.0%,7,1,11.7%,27,15,8.7%,20,12,18,43,29.5%,0,0,0,velazne01
748,Alex Verdugo*,28,NYY,621,2342,3.77,1516,64.6%,30.9%,10.7%,26.8%,31.5%,69.0%,0.0%,44.7%,84.4%,24.2%,4.0%,25,2,12.7%,79,39,9.0%,56,38,24,68,26.1%,0,0,0,verdual01
749,Mark Vientos,24,NYM,455,1756,3.86,1142,65.0%,23.3%,26.4%,25.6%,24.8%,76.7%,0.0%,49.9%,65.6%,30.5%,3.5%,16,3,11.6%,53,31,6.6%,30,15,26,109,19.3%,0,0,0,vientma01
750,Matt Vierling,27,DET,570,2312,4.06,1456,62.9%,32.0%,13.3%,27.1%,27.6%,68.0%,0.0%,42.8%,80.5%,18.4%,4.7%,27,0,14.9%,85,32,8.1%,46,30,43,78,35.5%,0,0,0,vierlma01
751,Ryan Vilade,25,DET,49,188,3.84,130,69.1%,20.0%,19.2%,33.8%,26.9%,80.0%,0.0%,55.3%,76.0%,40.8%,4.1%,2,0,10.2%,5,1,6.1%,3,2,2,10,16.7%,0,0,0,viladry01
752,David Villar,27,SFG,37,136,3.68,90,66.2%,32.2%,23.3%,18.9%,25.6%,67.8%,0.0%,44.9%,65.6%,35.1%,0.0%,0,0,2.7%,1,1,2.7%,1,1,5,8,38.5%,0,0,0,villada01
753,Daniel Vogelbach*,31,TOR,79,362,4.58,214,59.1%,49.5%,7.9%,17.8%,24.8%,50.5%,0.0%,29.8%,84.3%,13.9%,7.6%,6,0,21.5%,17,3,20.3%,16,5,6,11,35.3%,0,0,0,vogelda01
754,Anthony Volpe,23,NYY,692,2797,4.04,1866,66.6%,27.9%,16.3%,29.7%,26.1%,72.1%,0.0%,48.1%,77.4%,23.1%,4.8%,33,0,14.7%,102,42,9.7%,67,38,31,125,19.9%,0,0,0,volpean01
755,Jason Vosler*,30,SEA,30,120,4.00,78,65.0%,20.5%,21.8%,33.3%,24.4%,79.5%,0.0%,51.7%,72.6%,36.7%,6.7%,2,0,13.3%,4,2,3.3%,1,0,0,9,0.0%,0,0,0,vosleja01
756,LaMonte Wade Jr.*,30,SFG,401,1639,4.09,975,58.9%,31.3%,16.6%,27.0%,25.1%,68.7%,0.0%,40.9%,75.8%,21.9%,8.2%,33,1,20.2%,81,26,14.0%,56,24,13,77,14.4%,0,0,0,wadela01
757,Tyler Wade*,29,SDP,156,587,3.76,372,63.3%,30.1%,14.5%,24.5%,30.6%,69.6%,0.0%,44.1%,78.8%,30.8%,3.8%,6,0,15.4%,24,10,11.5%,18,9,6,23,20.7%,0,0,0,wadety01
758,Eric Wagaman,26,LAA,75,269,3.59,179,66.5%,22.3%,16.2%,30.7%,30.7%,77.7%,0.0%,51.7%,79.1%,37.3%,4.0%,3,0,18.7%,14,8,6.7%,5,5,5,12,29.4%,0,0,0,wagamer01
759,Will Wagner*,25,TOR,86,364,4.23,243,66.8%,29.6%,13.6%,29.6%,27.2%,70.4%,0.0%,47.0%,80.7%,23.3%,2.3%,2,0,11.6%,10,5,5.8%,5,4,6,10,37.5%,0,0,0,wagnewi01
760,Christian Walker,33,ARI,553,2315,4.19,1424,61.2%,21.9%,20.0%,33.2%,24.9%,78.1%,0.0%,48.0%,74.4%,25.0%,5.8%,32,13,16.6%,92,37,9.4%,52,34,21,112,15.8%,0,0,0,walkech02
761,Jordan Walker,22,STL,182,669,3.68,440,65.8%,24.5%,23.9%,25.2%,26.4%,75.5%,0.0%,49.6%,68.4%,34.1%,1.6%,3,0,10.4%,19,11,6.0%,11,7,10,40,20.0%,0,0,0,walkejo02
762,Forrest Wall*,28,TOT,35,129,3.69,87,67.4%,24.1%,27.6%,20.7%,27.6%,75.9%,0.0%,51.2%,63.6%,31.4%,2.9%,1,0,8.6%,3,2,2.9%,1,1,2,6,25.0%,0,0,0,wallfo01
763,Forrest Wall*,28,ATL,32,116,3.63,76,65.5%,23.7%,25.0%,21.1%,30.3%,76.3%,0.0%,50.0%,67.2%,31.3%,3.1%,1,0,9.4%,3,2,3.1%,1,1,2,4,33.3%,0,0,0,wallfo01
764,Forrest Wall*,28,MIA,3,13,4.33,11,84.6%,27.3%,45.5%,18.2%,9.1%,72.7%,0.0%,61.5%,37.5%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0,wallfo01
765,Matt Wallner*,26,MIN,261,1030,3.95,633,61.4%,22.3%,29.9%,28.0%,19.9%,77.7%,0.0%,47.8%,61.6%,39.8%,3.8%,10,1,12.6%,33,21,8.0%,21,13,28,67,29.5%,0,0,0,wallnma01
766,Taylor Walls#,27,TBR,253,1028,4.06,622,60.5%,25.4%,18.6%,31.2%,24.8%,74.6%,0.0%,45.1%,75.0%,38.7%,4.0%,10,0,14.6%,37,18,12.6%,32,14,16,51,23.9%,0,0,0,wallsta01
767,Jared Walsh*,30,TEX,60,262,4.37,159,60.7%,31.4%,28.3%,20.1%,20.1%,68.6%,0.0%,41.6%,58.7%,28.3%,5.0%,3,0,11.7%,7,1,11.7%,7,3,7,14,33.3%,0,0,0,walshja01
768,Donovan Walton*,30,SFG,25,96,3.84,59,61.5%,22.0%,22.0%,30.5%,25.4%,78.0%,0.0%,47.9%,71.7%,40.0%,0.0%,0,0,12.0%,3,3,0.0%,0,0,3,4,42.9%,0,0,0,waltodo01
769,Taylor Ward,30,LAA,665,2599,3.91,1625,62.5%,30.7%,17.7%,25.0%,26.5%,69.2%,0.0%,43.2%,74.3%,29.8%,3.5%,23,2,11.9%,79,34,9.6%,64,35,39,124,23.9%,0,0,0,wardta01
